# Residuals  
# Time       	p            
0.0012       	1.000000e+00
0.00264      	9.573540e-01
0.004368     	9.560310e-01
0.0064416    	9.705920e-01
0.00892992   	9.391100e-01
0.0119159    	9.783840e-01
0.0154991    	9.610520e-01
0.0197989    	9.364030e-01
0.0249587    	9.929700e-01
0.0311504    	9.761700e-01
0.0312364    	9.917300e-01
0.0313395    	9.793760e-01
0.0314269    	9.823750e-01
0.0315319    	9.590970e-01
0.0316578    	9.440510e-01
0.0318089    	9.437890e-01
0.0319903    	9.424610e-01
0.0319904    	9.839560e-01
0.0319906    	9.597360e-01
0.0319909    	9.690700e-01
0.0319912    	9.685680e-01
0.0319915    	9.605000e-01
0.0319918    	9.536660e-01
0.0319922    	9.628150e-01
0.0319922    	9.737700e-01
0.0319922    	9.866710e-01
0.0319922    	9.638870e-01
0.0319922    	9.759460e-01
0.0319922    	9.927480e-01
0.0319922    	9.676080e-01
0.0319922    	9.648880e-01
0.0319922    	9.734060e-01
0.0319922    	9.782180e-01
0.0319922    	9.848870e-01
0.0319922    	9.547280e-01
0.0319922    	9.676610e-01
0.0319922    	9.392180e-01
0.0319922    	9.002410e-01
0.0319922    	9.272290e-01
0.0319922    	9.528070e-01
0.0319922    	9.429930e-01
0.0319922    	9.875510e-01
0.0319922    	9.526420e-01
0.0319922    	9.164110e-01
0.0319922    	9.145330e-01
0.0319922    	9.854010e-01
0.0319922    	9.281280e-01
0.0319922    	9.440850e-01
