# Residuals  
# Time       	p            
0.00012      	1.000000e+00
0.000264     	4.619260e-02
0.0004368    	1.204170e-03
0.00064416   	3.595640e-05
0.000892992  	1.218940e-06
0.00119159   	3.533090e-07
0.00154991   	3.893570e-07
0.00197989   	4.664060e-07
0.00249587   	5.596650e-07
0.00311504   	6.715970e-07
0.00385805   	8.059170e-07
0.00474966   	9.671010e-07
0.00581959   	1.160520e-06
0.00710351   	1.392630e-06
0.00864421   	1.671150e-06
0.0104931    	2.005390e-06
0.0127117    	2.406470e-06
0.015374     	2.887760e-06
0.0185688    	3.465320e-06
0.0224026    	4.158400e-06
0.0270031    	4.990090e-06
0.0325237    	5.988130e-06
0.0391484    	7.185780e-06
0.0470981    	8.622970e-06
0.0566377    	1.034760e-05
0.0680853    	1.241720e-05
0.0818223    	1.490080e-05
0.0983068    	1.788110e-05
0.118088     	2.145760e-05
0.141826     	2.574950e-05
0.170311     	3.089990e-05
0.204493     	3.708060e-05
0.245512     	4.449780e-05
0.294734     	5.339880e-05
0.353801     	6.408080e-05
0.424681     	7.690020e-05
0.509737     	9.228480e-05
0.611804     	1.107480e-04
0.734284     	1.329070e-04
0.881261     	1.595030e-04
1.05763      	1.914220e-04
1.26928      	2.297350e-04
1.52325      	2.757230e-04
1.82802      	3.309260e-04
2.19374      	3.971940e-04
2.6326       	4.767550e-04
3.15924      	5.722800e-04
3.7912       	6.869880e-04
4.54954      	8.247510e-04
5.45955      	9.902230e-04
6.55155      	1.189020e-03
7.86193      	1.427900e-03
9.43439      	1.715070e-03
11.3213      	2.060340e-03
13.5856      	2.475510e-03
16.3026      	2.974770e-03
19.563       	3.575710e-03
23.4754      	4.299520e-03
28.17        	5.171970e-03
33.8034      	6.224650e-03
40.5635      	7.496180e-03
48.6754      	9.034000e-03
58.4095      	1.089690e-02
70.0899      	1.315750e-02
84.1045      	1.590640e-02
100.92       	1.926040e-02
121.098      	2.336690e-02
145.306      	2.841240e-02
174.348      	3.464350e-02
209.187      	4.238840e-02
250.987      	5.210030e-02
301.131      	6.437800e-02
361.298      	8.010020e-02
433.479      	1.004870e-01
520.051      	1.273370e-01
623.896      	1.633020e-01
748.39       	2.115960e-01
897.609      	2.728250e-01
1076.48      	3.198420e-01
1254.99      	2.335190e-01
1457.23      	8.000260e-02
1695.83      	3.523220e-02
