# Residuals  
# Time       	p            
0.0012       	1.000000e+00
0.00264      	2.877740e-01
0.004368     	2.638940e-02
0.0064416    	2.810270e-01
0.00892992   	2.213660e-01
0.0119159    	8.220820e-03
0.0154991    	7.933340e-01
0.0197989    	1.763670e-01
0.0249587    	9.777050e-01
0.0311504    	9.682860e-01
0.0385805    	9.191280e-01
0.0474966    	9.555180e-01
0.0581959    	9.596850e-01
0.0710351    	6.011010e-01
0.0864421    	5.910370e-02
0.104931     	2.178520e-02
0.127117     	2.187660e-03
0.15374      	1.173040e-04
0.185688     	3.793960e-05
0.224025     	3.207850e-05
0.270031     	3.433320e-04
0.325237     	6.044200e-05
0.391484     	4.481780e-05
0.47098      	5.279960e-05
0.566376     	6.383160e-02
0.680851     	6.383830e-03
0.818221     	3.201710e-04
0.983065     	1.418380e-04
1.18088      	1.416720e-04
1.41825      	8.606820e-04
1.7031       	4.974570e-04
2.04492      	2.809950e-04
2.4551       	2.969880e-04
2.94731      	4.119680e-04
3.53797      	4.244430e-04
4.24675      	5.007980e-04
5.09729      	6.133940e-04
6.11793      	7.027470e-04
7.34268      	8.253220e-04
8.81237      	9.812780e-04
10.576       	1.178920e-03
12.6923      	1.416140e-03
15.2318      	1.805240e-03
18.2792      	7.681790e-01
21.936       	1.882050e-01
26.324       	9.679650e-01
31.5894      	9.136190e-01
37.9075      	9.804280e-01
45.4891      	9.560010e-01
45.5868      	9.753050e-01
45.7039      	9.768550e-01
45.7041      	9.743510e-01
45.7042      	9.755390e-01
45.7045      	9.746020e-01
45.7047      	9.747200e-01
45.705       	9.452800e-01
45.705       	9.546890e-01
45.705       	9.711920e-01
45.705       	9.772530e-01
45.705       	9.776090e-01
45.705       	9.691620e-01
45.705       	9.525260e-01
45.705       	9.547850e-01
45.705       	9.228410e-01
45.705       	9.432080e-01
45.705       	9.393330e-01
45.705       	9.775300e-01
45.705       	9.336380e-01
45.705       	9.549290e-01
45.705       	9.681520e-01
45.705       	9.706980e-01
45.705       	9.637560e-01
45.705       	9.624250e-01
45.705       	9.414830e-01
45.705       	9.476760e-01
45.705       	9.582200e-01
45.705       	9.576950e-01
45.705       	9.790270e-01
45.705       	9.883290e-01
45.705       	9.808190e-01
45.705       	9.682650e-01
45.705       	9.711810e-01
45.705       	9.662560e-01
45.705       	9.727160e-01
45.705       	9.498390e-01
45.705       	9.747590e-01
45.705       	9.469960e-01
45.705       	9.404200e-01
45.705       	9.749070e-01
45.705       	9.604020e-01
45.705       	9.765260e-01
45.705       	9.687460e-01
45.705       	9.820210e-01
45.705       	9.703920e-01
45.705       	9.332290e-01
45.705       	9.778380e-01
45.705       	9.774070e-01
45.705       	9.625330e-01
