# Residuals  
# Time       	p            
0.0012       	1.000000e+00
0.00264      	1.970300e-01
0.004368     	5.795280e-03
0.0064416    	3.026640e-03
0.00892992   	9.357640e-01
0.0119159    	4.044360e-01
0.0154991    	2.314030e-02
0.0197989    	1.713390e-02
0.0249587    	7.527350e-04
0.0311504    	5.096040e-04
0.0385805    	9.612790e-01
0.0474966    	9.354180e-01
0.0581959    	4.257300e-01
0.0710351    	3.028670e-02
0.0864421    	1.810200e-03
0.104931     	2.480100e-04
0.127117     	1.010650e-04
0.15374      	5.086930e-05
0.185688     	1.271620e-04
0.224025     	3.731340e-05
0.270031     	3.813170e-05
0.325237     	4.483780e-05
0.391484     	6.126850e-05
0.47098      	6.422300e-05
0.566376     	7.661690e-05
0.680851     	9.179860e-05
0.818221     	1.101440e-04
0.983065     	1.321900e-04
1.18088      	1.586170e-04
1.41825      	1.903460e-04
1.7031       	2.284520e-04
2.04492      	1.464320e-03
2.4551       	1.869410e-03
2.94731      	5.529240e-04
3.53797      	4.479510e-03
4.24675      	2.051370e-02
5.09729      	1.927820e-03
6.11793      	5.511070e-03
7.34268      	1.118100e-03
8.81237      	9.902740e-01
10.576       	9.666550e-01
12.6923      	9.741770e-01
13.4393      	9.920720e-01
14.3358      	9.784950e-01
15.4116      	9.655880e-01
16.0433      	9.667600e-01
16.8013      	9.727210e-01
16.8013      	9.788300e-01
16.8014      	9.694500e-01
16.8015      	9.800930e-01
16.8016      	9.635080e-01
16.8017      	9.487720e-01
16.8017      	9.865120e-01
16.8017      	9.705860e-01
16.8017      	9.725860e-01
16.8017      	9.508870e-01
16.8017      	9.587150e-01
16.8017      	9.507640e-01
16.8017      	9.410890e-01
16.8017      	9.843270e-01
16.8017      	9.760930e-01
16.8017      	9.773020e-01
16.8017      	9.670810e-01
16.8017      	9.754000e-01
16.8017      	9.674250e-01
16.8017      	9.709300e-01
16.8017      	9.875820e-01
16.8017      	9.712180e-01
16.8017      	9.613120e-01
16.8017      	9.814540e-01
16.8017      	9.630200e-01
16.8017      	9.532630e-01
16.8017      	9.699230e-01
16.8017      	9.649710e-01
16.8017      	9.693730e-01
16.8017      	9.578550e-01
16.8017      	9.600970e-01
16.8017      	9.768170e-01
16.8017      	9.893030e-01
16.8017      	9.759620e-01
16.8017      	9.750030e-01
16.8017      	9.752500e-01
16.8017      	9.783540e-01
16.8017      	9.712280e-01
16.8017      	9.767540e-01
