# Residuals  
# Time       	p            
0.00012      	1.000000e+00
0.000264     	4.624980e-02
0.0004368    	1.205300e-03
0.00064416   	3.597230e-05
0.000892992  	1.219190e-06
0.00119159   	3.532770e-07
0.00154991   	3.893130e-07
0.00197989   	4.663540e-07
0.00249587   	5.596020e-07
0.00311504   	6.715220e-07
0.00385805   	8.058260e-07
0.00474966   	9.669920e-07
0.00581959   	1.160390e-06
0.00710351   	1.392470e-06
0.00864421   	1.670960e-06
0.0104931    	2.005160e-06
0.0127117    	2.406190e-06
0.015374     	2.887440e-06
0.0185688    	3.464930e-06
0.0224026    	4.157930e-06
0.0270031    	4.989530e-06
0.0325237    	5.987450e-06
0.0391484    	7.184970e-06
0.0470981    	8.622000e-06
0.0566377    	1.034650e-05
0.0680853    	1.241580e-05
0.0818223    	1.489910e-05
0.0983068    	1.787910e-05
0.118088     	2.145520e-05
0.141826     	2.574660e-05
0.170311     	3.089640e-05
0.204493     	3.707640e-05
0.245512     	4.449280e-05
0.294734     	5.339280e-05
0.353801     	6.407360e-05
0.424681     	7.689150e-05
0.509737     	9.227440e-05
0.611804     	1.107360e-04
0.734284     	1.328920e-04
0.881261     	1.594850e-04
1.05763      	1.914010e-04
1.26928      	2.297090e-04
1.52325      	2.756920e-04
1.82802      	3.308880e-04
2.19374      	3.971500e-04
2.6326       	4.767020e-04
3.15924      	5.722150e-04
3.7912       	6.869110e-04
4.54954      	8.246580e-04
5.45955      	9.901120e-04
6.55155      	1.188880e-03
7.86193      	1.427740e-03
9.43439      	1.714870e-03
11.3213      	2.060110e-03
13.5856      	2.475230e-03
16.3026      	2.974440e-03
19.563       	3.575300e-03
23.4754      	4.299040e-03
28.17        	5.171390e-03
33.8034      	6.223950e-03
40.5635      	7.495330e-03
48.6754      	9.032980e-03
58.4095      	1.089560e-02
70.0899      	1.315600e-02
84.1045      	1.590460e-02
100.92       	1.925820e-02
121.098      	2.336430e-02
145.306      	2.840920e-02
174.348      	3.463960e-02
209.187      	4.238360e-02
250.987      	5.209450e-02
301.131      	6.437080e-02
361.298      	8.009120e-02
433.479      	1.004750e-01
520.051      	1.273230e-01
623.896      	1.632840e-01
748.39       	2.115730e-01
897.609      	2.727960e-01
1076.48      	3.198110e-01
1254.99      	2.335010e-01
1457.23      	7.999840e-02
1695.83      	3.523080e-02
1982         	4.495600e-02
2325.16      	5.644190e-02
2735.28      	7.039690e-02
3224.55      	1.242280e-01
3810.29      	1.685040e-01
4510.2       	2.252760e-01
5305.25      	2.554030e-01
5650.33      	1.730490e-01
6034.86      	7.144400e-02
6392.03      	5.507970e-02
6765.9       	3.563070e-02
7182.84      	4.274710e-02
7651.58      	5.259970e-02
8183.66      	6.574370e-02
8794.72      	8.358810e-02
9500.23      	1.062010e-01
10318.3      	1.325970e-01
11269.3      	1.554210e-01
12005.9      	1.452180e-01
12647.2      	1.233230e-01
13242        	9.859500e-02
13851.7      	8.617110e-02
14517.2      	7.080590e-02
15147.8      	6.618090e-02
15713.3      	6.398170e-02
16274.3      	6.886320e-02
16839.8      	7.966860e-02
17414.7      	8.545910e-02
18004.3      	9.133150e-02
18609.6      	9.751520e-02
19249.1      	1.000130e-01
19941.4      	9.961580e-02
20556.8      	8.857530e-02
21155.3      	9.269890e-02
21765.1      	9.750120e-02
22380.7      	9.323960e-02
22996.2      	8.325600e-02
23605.9      	8.828480e-02
24227.6      	1.082100e-01
24855.6      	1.110780e-01
25490.1      	1.052480e-01
26131.3      	9.752770e-02
26800.9      	9.317860e-02
27527.7      	7.636020e-02
28167.6      	5.617210e-02
28800.6      	6.079150e-02
29462.7      	7.009350e-02
30157        	8.061220e-02
30869        	9.075900e-02
31599.6      	1.015570e-01
32340.2      	1.109970e-01
33080.7      	1.179340e-01
33811.1      	1.193890e-01
34531.5      	1.164550e-01
35242        	1.114880e-01
35962.6      	1.114090e-01
36704.3      	1.118810e-01
37493.1      	1.025420e-01
38322.1      	8.135060e-02
39018.8      	6.689120e-02
39759.2      	6.795440e-02
40549.7      	7.871390e-02
41368.4      	8.919000e-02
42218.1      	1.003670e-01
43084.4      	1.111230e-01
43986.8      	1.238420e-01
44889.2      	1.326160e-01
45811.7      	1.391500e-01
46734.1      	1.337780e-01
47560.5      	1.131920e-01
48404.9      	1.099790e-01
49230.8      	1.006800e-01
50075.6      	9.174490e-02
50961.6      	9.336910e-02
51825.9      	8.941720e-02
52690.3      	8.526080e-02
53492.9      	8.124570e-02
54382.3      	9.369540e-02
55352.5      	1.102930e-01
56423.1      	1.276130e-01
57576        	1.393830e-01
58476.8      	1.187430e-01
59407.6      	1.189970e-01
60407.3      	1.146290e-01
61273.7      	1.049620e-01
62204.3      	1.106500e-01
63212.5      	1.125810e-01
64140        	9.784440e-02
64996.1      	8.989880e-02
65926.7      	1.018650e-01
66950.4      	1.120300e-01
68030.9      	1.150670e-01
68905.6      	1.001820e-01
69877.6      	1.060030e-01
70910.2      	1.044250e-01
71821.4      	9.438170e-02
72793.3      	1.049920e-01
73840        	1.143400e-01
74981.8      	1.160190e-01
75933.3      	1.005310e-01
76884.8      	1.041880e-01
77942.1      	1.159510e-01
78999.3      	1.155550e-01
80056.5      	1.119360e-01
80962.7      	9.995950e-02
81869        	1.042090e-01
82775.2      	1.059620e-01
83681.4      	1.009930e-01
84587.6      	9.039830e-02
85493.8      	7.699760e-02
86400        	7.475550e-02
