# Residuals  
# Time       	p            
0.00012      	1.000000e+00
0.000264     	4.624910e-02
0.0004368    	1.205390e-03
0.00064416   	3.597530e-05
0.000892992  	1.219330e-06
0.00119159   	3.578430e-07
0.00154991   	2.913070e-01
0.00197989   	6.730260e-04
0.00249587   	9.984650e-01
0.00311504   	9.977100e-01
0.00385805   	9.712190e-01
0.00474966   	9.968090e-01
0.00581959   	9.870460e-01
0.00710351   	9.561090e-01
0.00864421   	9.951960e-01
0.0104931    	9.405700e-01
0.0127117    	9.988500e-01
0.015374     	9.979390e-01
0.0185688    	9.632050e-01
0.0224026    	9.956150e-01
0.0270031    	9.253270e-01
0.0325237    	9.980870e-01
0.0391484    	9.722130e-01
0.0470981    	9.769250e-01
0.0566377    	9.798880e-01
0.061223     	9.983490e-01
0.0667254    	9.980840e-01
0.0733282    	9.693480e-01
0.0733343    	9.945290e-01
0.0733416    	9.549490e-01
0.0733504    	9.415830e-01
0.0733507    	9.983380e-01
0.073351     	9.654190e-01
0.073351     	9.983030e-01
0.073351     	9.880220e-01
0.073351     	9.758510e-01
0.073351     	9.410000e-01
0.073351     	9.947330e-01
0.073351     	9.978490e-01
0.073351     	9.980630e-01
0.073351     	9.562590e-01
0.073351     	9.974730e-01
0.073351     	9.570730e-01
0.073351     	9.490160e-01
0.073351     	9.982970e-01
0.073351     	9.969780e-01
0.073351     	9.986330e-01
0.073351     	9.834530e-01
0.073351     	9.982140e-01
0.073351     	9.902880e-01
0.073351     	9.984500e-01
0.073351     	9.848280e-01
0.073351     	9.727170e-01
0.073351     	9.973930e-01
